new_id,original_id,unique_idx,topic,label,TEXT
1144,5481,12490,race,1,我没想这么多，只是单纯的觉得，白人黑人都不好看，
1145,1312,18535,race,0,是的，并且现在中国南部少民也呈现出父系高频 矮黑人，纳西族、彝族、瑶族，甚至高海拔的藏族 矮黑人达到50%
1146,1968,28506,region,0,你这是黑人群体中非法移民的潜在威胁。和在社会生活的其他层面歧视是两回事？就像：河南人中有偷井盖的。那么要不要在工作和生活中各方面存在对河南人的歧视？应该做的是，就事论事，河南人里偷井盖的该抓就抓，但社会不能因为有河南人偷井盖就对河南人的就业、生活采取歧视对待。
1147,2678,36176,race,0,感觉挺好的呀，跳舞不是件很浪漫的事儿吗，我觉得印度人还挺有趣的，前提是他们只出现在屏幕上(??ω?)?
1148,2514,1737,gender,1,问题是，王宝强到底想要什么？我们同情王宝强，仅仅是因为老婆出轨实在是一件太丑的事情。是非常伤男人自尊的。
1149,1706,31830,region,1,是差距大，比起京津，山东不是落后地区?
1150,1368,13060,race,0,说到底他们就是太自卑，自卑到谷底反弹了，前几天老b灯身边的保镖是个亚裔他们就开始沸腾，最后证实是韩国人更是兴奋的不得了，在上面评论“果然保镖还是用自家人放心”“给新总统当保镖真是一种荣誉”老卑微了[飙泪笑][飙泪笑]
1151,1251,13322,gender,1,这个女的有点恶心哦
1152,1851,16137,gender,1,街上的白男脸色更差。之前网红白女找了个亚男（韩国人）被当地白男骂的呀
1153,732,8270,region,1,你看看你自己不是挺支持歧视的嘛，美国也歧视华人，你自己都挺支持歧视的还说啥？我不是歧视河南人，是非常不喜欢河南，太乱，我只在乎我在河南的体验，不在乎其他的
1154,2721,35849,region,1,比如张医生，遇到好事了，明明就是上海人也要找出证据他不是上海人，遇到坏事了明明不是上海人也要说他是上海人，比如在北海道殴打店员的安徽江西夫妇也自称上海人，那时外地人全都高潮了好不容易抓到上海人低素质行为，结果籍贯爆出来真相之后全都装傻[大笑]
1155,2474,22720,region,0,真正在澳大利亚呆的久的人才会真正体会，所谓的歧视，只是我们想太多。就想外地人来北京一样，老外之间也是互相怼的，不是只针对你
1156,7606,10813,race,1,黑人在美国歧视华人就算了，这都跑中国来歧视华人了
1157,2818,8745,region,0,我也是江西的，但很幸运家里根本没有重男轻女的人。
1158,9162,23164,race,0,傅念文居然到了三十集才换了衣服，不过也是腹黑人设，挺好看的。
1159,1260,25129,region,0,香港： 你说啥？？？
1160,1,20744,region,1,歧视女性的问题不只是山东，不只是中国，全球都存在这个问题。
1161,2056,3458,region,1,嗯。没说你没钱你就是错的啊，读过点的人都知道，这种严重受政策影响的事不能说死，然而你一个普通小市民口气狂的不知道还以为你省长呢，直接给东北定性废物城市，原答案虽不是这么说的，潜台词就这意思。别提多恶心
1162,1907,32399,gender,0,我哪有，我是一个小仙女
1163,4595,26843,gender,0,我也来喷，可恶三傻，杀死小指头。她除了有姓，有啥本事吗？为了一个没能力的女人，写死小指头，啊，呸
1164,8241,20637,race,1,华人也配歧视黑人？黑人公开模仿小眼睛，唱打劫中国人的歌，他们是爷，
1165,1628,32611,region,0,最烦这种评论，搞得你很有发言权？外国人去四川一年半回去给周围人说，中国人都特别爱吃辣，一天最少一顿火锅，最爱打麻将，成立么？你接触的不足以当作抽样调查论据，建国后大饥荒好几个省出现吃人事件，你能问出来？
1166,3172,13980,gender,0,咒怨小男孩好可爱
1167,3544,36057,region,0,哦，语文不好麻烦回去多读读书，我说广式甜香肠你跟我扯毛线广东腊肠？另外你肠胃不好要拉肚子麻烦就去看看医生谢谢。mdzz
1168,2347,29544,gender,1,是啊，我扯远一点，你这故事里暴力的是男的，觉得恐怖。我说的这个笑话传了很多年了，没人觉得它恐怖，一是因为这是个笑话，二是因为暴力的是个女的。扯远了哈。
1169,3461,24679,gender,0,作为底层没本事的男人来说一句，最喜欢歧视男人的，并不是女人，而是男人自己。
1170,4188,21165,race,1,说明我国很大一部分网民的小资产阶级奴性根深蒂固，总要找一个贵族放自己头上，拿来藐视别人，说:“你这个穷要饭的，我们家大人岂是你能比的？”。成吉思汗、忽必烈的子孙是人，别的牧民的孩子就活该被你们天天拿来鄙视？跟您沾亲带故还是怎么着？当然，
1171,3161,15182,race,1,对，现在美国想单独把中国人提出来形成一个种族的概念，特别恶心
1172,3415,3022,race,1,说的是上次央视禁令nba结果中国球迷满场，很得力的助攻把这件事恶心了自己人
1173,4553,34306,race,1,中国人歧视中国人
1174,11577,26075,race,0,女婿是个美国人，呵呵，不会是美国黑人吧，让说他们打 挺厉害的[捂嘴]
1175,6376,17119,region,0,别...别带新疆谢谢，讲道理这个颜值放在新疆真的不能打，大街随便拉一个妹子都比淼后好看（尤其是维吾尔族的小姐姐真的好漂亮的
1176,7142,26179,race,1,你这有点矛盾？如果有人歧视黑人这算什么？你讨厌的人？
1177,4426,10129,region,0,原来不止我们浙江语文老师有病
1178,9951,23386,race,0,专业抢前排 带上 女神 @一方不再通行 二楼哥 @__决不做二楼 小轩 @夜雨__轩 善妹子 @滴善0o0 基佬 @逆寒邪风 数字君 @94497686 黑人书生 @邪傲书生气 武当掌门 @武当威震天道长 小公公 @翼小弓 小雨雨 @夜雨澜珊baby
1179,1900,3349,region,0,要我猜，楼主是山东的吧？楼主你要不是俺山东人，俺就豁出去了来你家吃家常菜！！
1180,11530,1535,race,0,印度人用WhatsApp
1181,4566,34520,region,1,洗地不少，还有“怀念”的…老家河南还有个人专门办了个wg学校，模仿当年的样子，后来去看，什么狗p怀念，就是想搞个噱头骗钱收收智商税。我觉得现在洗地和赞赏那个时代的，不是坏就是蠢到死。
1182,11203,31369,race,0,印度人用手擦屁股的
1183,600,3999,region,1,歧视东北人不算地域歧视...
1184,1940,21302,gender,1,反驳一条，女化怎么也变成了应该被抨击的，难道真的只有男性化的才是好的，女性化的就是低劣的？
1185,4742,16439,gender,0,真的抖音那些男的跪搓衣板的啥的我都看醉了有必要吗这是要闹女权还是要闹男权啊男的一点尊严都没有哎真的是现在的社会
1186,771,10055,region,1,河南人偷井盖的这个梗应该过去了，不是河南人，只是说旧社会里条件恶劣的时候，为了生存北京人都会干坏事。
1187,2873,35718,region,1,我跟你说，这种女的，别广东不广东的，就是外国人他妈也得狠狠扇她，妈的是不是有病，我广东人，不是地域黑。
1188,3305,24819,race,1,一些个中国人，还要为不知道到底是不是中国人的人在外/本国打工操进阶的心，还为不受重视找自己的原因，还痛心状，可真是自卑到骨子里头去了。美国的某一少数民族在他国职场受打压也好，
1189,597,7069,gender,1,我现在越来越想知道那些一个劲强调女人有穿衣自由的人是怎么想的了。若是非要强调自由，严格来说，犯罪者还有强奸自由呢，只要受法律制裁就行。你又为何要谴责犯罪者？
1190,4021,13594,race,1,阿三有另一个说法，入侵者叫做“鬼子”，叛徒汉奸叫做“二鬼子”，像印度人这种第三方的他国叛徒就叫“三鬼子”，而三鬼子也有暗讽亡国奴做狗还要装神气的意味
1191,5462,5786,region,0,啊哈哈，同时西北人，欢迎来上海~
1192,9464,30749,race,0,可是半藏是日本人啊黄种人[捂脸]
1193,6411,28918,race,1,说圣母的我想提一下穆斯林，真的是太圣母了，穆斯林说要对黑人好，如果有一个黑人是好人，你们就不能说他们都是坏人，还说恐怖分子里没有穆斯林，
1194,1519,30280,region,1,山东辱母杀人案也是经济纠纷，警察也是那么说的，为什么最后警察被停职了呢？派出所的职责很复杂，维护社区稳定，处理乱七八糟的事情，就是他们的主要工作
1195,2208,15472,race,0,基本每个大学里都有，洋人黑人换女朋友很轻松，别问我怎么知道的。。。
1196,3712,18522,region,0,说实话，我在青海牛羊肉吃的都快吐了，还是正宗的草膘肉，虫草什么的真算不上稀罕，外加酥油糌粑，在什么地方吃什么，老天爷给的，没得挑！
1197,1721,5479,gender,1,都说好啊，我是腐女，但是男的卖肉都不说。光说女的我觉得不好
1198,663,26065,region,1,和东北人打架？
1199,1996,18135,region,0,我一直觉得自己说的是普通话，但是确实别人一听就知道我是哪的，感觉这个语调真是不一般而且不是东北人学说东北话那个调真是不一样，感觉别扭
1200,4136,16342,gender,0,据我所知，男性被强奸虽然总体发生率，但心理创伤并不比女性低，而且至少在中国大陆，相比女性被强奸社会其实更不接受男性被强奸，甚至法律都不认可，社会舆论压力也很大
1201,3188,7027,region,0,找我买啊[捂脸][捂脸] 我也在咸鱼上卖东西 但是都是正品 就赚二十多块一单 要是在广东或者买的多我还包邮 就更赚的少了
1202,1910,26430,gender,1,这也太让人心寒了，管你过的怎么怎么样，反正现在必须得嫁个男人，什么猫狗都行。
1203,531,29527,region,1,我说一个事实而已，不知道你在气什么，间接证明山东素质么，好了知道你素质低了
1204,5036,23249,region,0,对，你娶不起江西媳妇的
1205,3588,30489,gender,1,那就向男性同事学习，想办法把问题闹开。
1206,4899,1048,gender,1,但是国男通过婚介所去找越南新娘，就跟中国有些婚介所给国女介绍老外一样，得女的自愿才行啊。国女愿意嫁老外，
1207,1194,17483,region,0,东北菜根本不油，还有以为东北菜油的人。
1208,7076,10138,race,1,不对在于“就是”这个词固定了范围，变相否认了白种人歧视黄种人也是歧视
1209,7459,15615,race,1,所以你拿着他们声援BLM的配图来阐述日韩歧视黑人？你的逻辑呢？
1210,2683,14670,region,1,能不能不黑东北人？
1211,7271,9801,race,1,"请不要这么说,国人不只是接受不了中国女孩和非洲男孩在一起,只要是和黑人在一起的女孩,就都无法接受,在你看来这是在其实黑人,其实人家黑人却在歧视黄种人,当年威尔史密斯的儿子和成龙一起拍电影的时候,威尔史密斯就对成龙发过飙,要知道那是成龙当年在"
1212,2278,4175,region,1,关键你们不觉得恶意攻击杨振宁的喷子太多了，杨自己都说他回国后，美国的科学文刊假装不认识他，他投稿说他与美国人认识的他同名，李政道在美国，杨振宁在中国，为什么中国人骂中国人，你们看李政道家族的黑历史在台湾。
1213,6847,13913,region,1,挺好，干脆，来吧互相伤害吧。就怕干不过了就立刻一把鼻涕一把泪的跑到知乎上控诉上海人排外，上海人歧视，上海对外地人不友好，上海是中国的上海。
1214,1798,8014,region,0,前后鼻音 哎，西北人的痛啊
1215,1353,9861,region,1,这女的说的话和说河南人都是小偷不是一个性质的吗？乱开地图炮……
1216,11559,17352,race,0,黄种人多，种群优势！请你相信未来是优势种族的，而且不出100年。物欲取其精，必先增其量！这是事物推进发展的客观规律。
1217,9423,18699,race,0,小哥哥很帅啊，虽然我因为被马来西亚裔的房东坑过而一直对马来西亚印象不好
1218,1104,29114,gender,0,萌豚看的是少女漫...？？
1219,4650,18240,gender,0,不仅是狗男人。女人也会这样
1220,1559,22632,region,1,是的！！那些说着“不来云南的请点赞”的人态度简直不要太恶心
1221,1908,13500,gender,0,这人好丢人啊，不管男女有人在别人请吃饭的时候疯狂点菜还浪费的都在心里把他加上黑名单，人品绝对差
1222,2011,18763,race,0,又是一个喜欢黑人大猩猩的女人。
1223,941,23427,region,1,对于那些地域黑的人，我只想说，老子是河南人，全国的井盖我都偷过，开心吗？快乐吗？
1224,1934,22855,region,0,北京和山东有多少棒子赖着不走的问问他们原因还是别来了
1225,467,19552,gender,1,处女座就是喜欢各种极端代言人，字典里没有中庸二字。。。太难了
1226,1483,24610,region,0,怎么没有奶爸天团？外交部的澄清当作空气，北京广播电台播放防弹少年团《 》，这就是你们说的rh团？
1227,4113,29015,race,1,就算不是土木也有性别歧视，土木估计更严重了，有些工作还要出去“陪酒”。有一次我给一个中国领导团做了一个关于我们局的演讲交换了名片有一个就打电话约我去酒吧，被我毫不留情地拒绝了。想想就恶心……
1228,6784,26626,race,1,问题是穷的不只有黑人群体，而且吸毒也不仅仅存在于贫穷群体
1229,2777,26603,gender,0,跟“老实人”“好人”等词语一样，“贤惠”这个词也早就异化了，词儿本身是正面意思。
1230,1631,29340,gender,1,不想说什么，[衰]部分女性的被害妄想症真的太大了，[衰]说真的，你可以侮辱我的人品，但真的不能侮辱我的品味[衰]
1231,6978,1901,race,1,印度人都是垃圾
1232,1926,27701,region,1,说到点上了，制作理念不一样。氪金的本质是没有游戏性，而且在制作上又偷懒抄袭融合各种游戏细节玩法……毫无诚意的制作又想赚钱是让人恶心的，跟上海堡垒一样性质的东西。
1233,2364,10130,gender,1,这和男人婚前跪舔婚后翻身一样嘛。男女都别指望在婚姻里找到从一而终的仆人，这是不合理的。
1234,3465,36694,race,0,想到一个很简单的判断。没有全职妈妈/爸爸，有什么教育手段可以在中国教育孩子的外语达到母语水平？
1235,4622,36672,race,1,"如果你是警察，10个案子9个是黑人犯的，而亚裔1年也逮捕不了一个。你出警的时候是该提防亚裔还是非裔？,不要被政治正确懵逼了双眼。美国政党之间斗争缔造的筹码而已。黑人大多和犯罪有关这是事实,不能因为blm就一味包容黑人的种种恶习。"
1236,6214,21130,race,1,"不好意思,我就歧视黑人"
1237,770,22507,region,1,你不说大家都不知道河南人偷井盖……
1238,1195,2819,region,1,香港的黑帮片让人看了相当混混，美国的黑帮片让人看了觉得要对黑帮敬而远之，日本的黑帮片让人看了觉得混黑道的就是群标榜仁义的人渣败类，两个字恶心。
1239,8555,21041,race,1,前两天空间里一直在骂黑人，我当时真的感觉三观炸裂，这些没有凭证的事一个个都当真，还把自己当做救国英雄抵制所有黑人？？？佛了 不是所有黑人都坏好伐，只因为黑色皮肤就要抵制、批斗？？？无语
1240,2693,24470,region,0,拿我们山东人做例子，理科的一本线比文科一本线低了快50分，我的分能考一所比较好的一本，而拿到文科就只能考个很差的一本。如果文理都好的人基本都会学理。当然我不学文就是因为自己的政治不好。哈哈哈哈
1241,1054,395,region,1,合着您这碰到外地人都是素质差的，上海本地没有素质差的吗
1242,108,27544,race,1,事实就是这样，因为人类是视觉动物。不然你觉得东南亚人在中国南方深受歧视是为什么？我认识的在上海留学的东南亚国家的男性留学生根本找不到中国南方当地的女朋友，甚至不被当地女生正眼瞧。
1243,4992,19,race,1,在中国的黑人可以大肆辱骂中国人，还上了新闻！哈哈哈
1244,6278,24551,race,1,我在非洲呆过很久，相信我，黑人不值得同情，他们就是劣等民族，没有羞耻心没有上进心，天生就该被奴役的种族。
1245,8892,20811,race,1,我感觉挺恶心的，坐标河南，有次逛街，进的是女装店，一黑人小伙进来直接讲“美女，加个微信”普通话还有股河南味……没理直接掉头走人
1246,2874,12735,gender,0,我身边有一对女同好友，两人高中时期就在一起，高中毕业就正式在一起了，期间双方父母是有过反对的，两个人分分合合很多次。
1247,890,23777,race,0,这一幕很感动。开始中国这边给黑人总理打电话，总理回答的是“你们只能靠自己了”那时我还以为是胆小懦弱，后来又是一个神转折。枪口就在脑门，他依旧坚持不说出陈博士的下落。伟大
1248,1226,20312,race,0,我记得有个黑人胖子跳舞贼牛逼，长得胖倒也没事，不肯减肥也没事，至少你发出来的东西要能看吧[思考][思考]
1249,12528,29783,race,0,黑人矿物盐的不辣[害羞]
1250,2963,3277,gender,0,坚决不做家庭主妇，一定要坚持工作，要与外界接触，才能好好的。
1251,751,34793,gender,0,[捂嘴][捂嘴]你男朋友，一定是很理性的人。
1252,4745,35403,gender,0,大陆女演员演技能和她比肩的能数得出仨不？
1253,1488,19945,region,1,所以你们都是落后地区的当然没啥大反应。这学校也就只能骗骗中西部落后地区的学生。你不晓得这技校在江浙沪投档线只有专科到本三的分？！东北比于江浙好比茅坑VS天堂，呕
1254,3294,10628,gender,0,严重，咱们这还有年龄歧视，相貌歧视，疾病歧视，阶层歧视，地域歧视，去国外还有种族歧视^皿^无时无刻不在发生。
1255,2223,1533,gender,0,邱淑贞和翁红都是女神级的呀
1256,3564,10582,gender,0,同样都是男人，所以更懂男人需要什么。
1257,10818,23619,race,0,不光梅毒，美國政府還給美國貧民窟和黑人散播艾滋病毒[惊喜]
1258,2121,32207,region,1,反正你们黑东北已经入脑了，说什么也没用
1259,2350,18809,race,0,黑人留学生爱踢球的比较多
1260,1354,4044,gender,1,这样的男人也有人要？还好你当初选择分手，真是恶心，比出门猜到一坨便便还恶心
1261,12551,21050,race,0,津巴布韦等大多数非洲黑人国家篮球足球不见得厉害，沙特阿拉伯等中东土豪应该是白人，以及南美葡裔西班牙裔在奥运会也没啥耀眼的成绩。日韩在奥运榜上排名比大多西方国家都好。我觉得主要还是要看经济发展状况，经济搞好了，国民体质虽说不一定同步提升，但总会慢慢提升的。
1262,3457,4047,race,1,没法反驳 我的知识量不足以支撑我的观点 但是我接触的接受过高等教育的印度人都很少有对印度方面的民族自豪感 并且普遍同意古印度文明已经消失
1263,261,20641,region,1,虽然是个四川人 但也不知道有这么多骂人的话
1264,6419,31771,region,0,国内的视频里地图有台湾，国外的地图不带台湾，这是什么正规流程吗？如果地图问题是新疆有问题的话，我还勉强可以理解，毕竟很难一眼看出来，但是台湾这么大一个岛看不到吗？更何况他不是看不到的问题，国内一副面孔，国外一副面孔，真是累着他了
1265,4129,3023,race,1,"在加拿大上学，同桌是一个高大帅气的当地男生，手臂有纹身。课堂老师要求讨论不同国家的差异，还没等我开口，对方张口就来:,你们中国人素质都很差，到处偷东西。男的随口吐痰插队闯红灯，女的很多卖淫。我刚落地，英语口语还不够溜，"
1266,12165,23863,race,0,六月打卡，美国一边疫情奔两百万，一边黑人们暴动着呢[机智]
1267,3709,3899,race,1,"“割脸、切手指、当街残杀”,“诅咒、泼油漆、死亡威胁”,“三次开枪扫射，8人身亡”,这触目惊心的词汇,不是什么悬疑惊悚片的虚构情节,而是最近,发生在亚裔群体身上的真实故事,留学在外，我们所遭受的,侮辱、诽谤、种族歧视,几乎每天都在上演…,这"
1268,4485,10322,gender,0,不是据说女方有整理ins的习惯吗，再说了，摘戒指可能只是因为没感情了不想戴了。也不能排除女方没出轨啊？
1269,4378,4692,race,1,一个是奴性，一个是不好惹。黑人什么德行，你以为是小绵羊
1270,941,34276,region,0,说的很对了 很多没来过北京的都在网络黑北京排外什么的 其实北京人真的懒的看不起外地人呀哈哈哈
1271,3641,16603,region,1,上海人网线拉的早吧！！去看看宽带山论坛对所有非上海土著统称为yp(硬盘)。侮辱性非常严重，就跟有血海深仇似的。所以做好自己就行了。中国喷子太多了，看淡就好。
1272,1430,24774,gender,1,你现在就有这种侮辱女性的直男癌思想真的非常恐怖
1273,2797,16782,race,1,我觉得她口音是美国黑人，举止也像美国黑人，五官也是黑人，但是她皮肤不黑。要是皮肤黑一点就更不违和了。
1274,3708,25237,region,0,内地人在青海上大学……过几天体测[微笑]
1275,2906,3064,region,1,握爪！！同山东人，莫名其妙被广东舍友们地域歧视，觉得山东人脏觉得山东话土，而且还时常用粤语交谈，看到我听不懂就嘲笑…委屈…
1276,3040,18153,gender,0,其实都不完美，小龙女在绝情谷如果不是杨过正好来了，已经完结撒花
1277,4259,9056,region,0,贵州也不是遍地大雪
1278,5668,26054,race,1,但冷静下来想想，我们不歧视黑人，我们对国人中的垃圾人和舶来的垃圾人一视同仁，我们只对人渣抱有敌意
1279,54,15832,gender,0,小男孩太可爱了啊啊啊啊啊啊啊啊啊啊[大哭][大哭][大哭]
1280,775,112,gender,1,挑选范围窄了，自身条件不好，遇到好男人的机会也就少了呀，嫁个酒鬼赌鬼家暴岂不完蛋，嫁人的确简单，但是能保证嫁了人的生活比不嫁人好，就不简单了。
1281,109,17647,region,1,不能歇，这说明你们河南连坏人都成不了大事，赚不了大钱，没本事。 手动滑稽
1282,692,574,gender,1,过于美好，妾不是相当就能当的，一般穷人家的女儿是通房丫头，熬几年成为姨娘，想要接济娘家，想多了，你过来的时候连陪嫁都没有，是买来的，娘家跟你没关系
1283,2951,17728,gender,0,这里直接贴最近写的一篇读后感，读鲁迅《关于妇女解放》，看在树人的面子上，慎喷。
1284,128,23742,gender,0,放心啦，矮胖的女生有什么资格强资源，不开玩笑
1285,4930,1325,region,0,哈哈哈哈哈哈哈哈哈澳门老哥牛逼！！
1286,120,15259,race,1,性别对立不能全怪女性，针对女性的性别歧视我也见多了。
1287,1249,20290,region,0,还用 pro，09年的苹果用户？吹牛不打草稿呢。09年能用苹果绝对是有钱人，或者有家属和朋友在香港，至少已经是打工了的
1288,149,18759,gender,1,不 宣传 正是不歧视，如果当事人是一男一女，这事哪会上热搜，如果不是有巨大的流量，自媒体们怎么会有空 宣传 这事？
1289,8461,20134,race,1,"混成军官了还被警察按地上欺负,真希望美国黑人们奋起反抗[捂脸]"
1290,11821,28757,race,0,"早期的美国黑人孩童,在社区没事做时,沉迷于吸毒、犯罪 只有少数玩篮球、音乐、街舞的能成功"
1291,2690,9081,race,0,哈哈，我觉得好搞笑呀，下海抹专业户外防晒会好些，估计这个买给女人销量不会好的，因为女人还很注意眼圈和脖子，手臂的，取下头套后，就是个黑人有个白头更可笑啊，哈哈，卖给打劫的不错
1292,8676,13185,race,1,如果上世纪没有白人为黑人平权呐喊，到现在黑人还是随时可能被枪杀的人群。你一口一个道德炫耀一口一个叛徒，随意揣测他人意图，你自己又何尝不是在道德高地随意指点呢。事不关己就该高高挂起的态度真的让人恶心。
1293,1890,10316,region,1,不是所有学校经费都跟北京那边的大学一样够给所有学生宿舍安装空调的，我觉得有些学校不给安空调没得喷。但是强制要求学生让宿舍就恶心了。我们这学校虽然很一般，但也相当尊重学生意见。
1294,1911,17709,race,0,光荣的亚裔高加索人
1295,121,33762,region,1,不是呀，广东人连福建人都吃啊，哈哈，不过没关系，我还会偷井盖呢，厉不厉害
1296,1358,35217,gender,1,我很少看见这些人说自己女权的，她们中的很多人甚至说男女根本不可能平等
1297,3984,12651,gender,0,身边男生都是寸头和火鸡头还有蘑菇头还有烂大街的韩式刘海我都审美疲劳了秀发特别洗眼
1298,9438,17133,race,0,我认识的印度人都还挺嗜辣的……
1299,5490,25103,race,1,为啥是中国人有种族歧视。。我老觉得好像是全世界歧视中国人。。
1300,4251,22486,race,1,都是被男女不平等互相压迫而已，但女性被压迫的更惨，中国2019男女比例是116.9:100这个百度一下就知道，所以为啥男性多了这么多，尤其是在农村男女比例更加失衡，所以农村讨老婆真的艰难就是这个原因，
1301,13019,16675,race,0,你可以去看看有关民主、正义的书，一般会有讨论这一点。其实历史上常有这样的问题发生。比如美国大学的种族保护政策，即为黑人等弱势人群分配一定的入学比例以保证他们能够接受良好的教育。我记得有个词，叫“补偿性正义”说的就是你所讲的“垫脚石”。
1302,6151,4526,region,0,宁夏的哈哈哈哈哈哈
1303,3692,31818,race,1,这就是双标呗，黑命贵，黄皮不适用种族歧视，
1304,1960,10717,region,0,哪没有好人坏人啊，你还敢骂河南人，我一脚给你踹到*****去
1305,2585,27393,region,1,台湾人瞧不起韩国人，不是韩国怎么样
1306,1951,40,region,1,人家没说山东人，并不是地域黑。扣帽子可不好。就好像，提北京大学就是黑北京人吗？
1307,3884,22584,gender,0,让他做，自己上班养家。
1308,1149,13166,region,0,广西虐杀女童死缓，高等人果然不一样
1309,76,10725,race,1,投降派：别侮辱我了？他们是为爱为国女结扎的太监！男女都不待见！女人认为他们是舔狗！是畜生！男人认为他们是太监！没有jj的男人！
1310,1543,28738,gender,0,为你感到悲哀。因为你要从现在一直 为那些你要为他们父母悲哀的人 而悲哀，估计会悲哀到死吧。毕竟那样冷漠的父母和饱受创伤而决定回以冷漠的子女，太多了。
1311,763,10309,gender,0,少女所见略同的感觉
1312,820,21922,region,1,你去趟北京，还能遇到各种素质低的北京土著骂你外地b呢，还要受到地域歧视呢，在国外也一样啊，这很正常，哪里都有社会的渣子，哪里都有恶意满满的社会蝼蚁，抛开国度的概念，抛开省份、南北差异等，哪里都差不多。
1313,6228,11814,region,0,现在应该很少了，我在山西，冬季的西红柿大部分是从两广福建海南运过来的。
1314,4268,17866,race,1,对阿憨的歧视是生理上的，又矮又丑，其他人只是自我道德问题。
1315,664,13250,race,0,那个黑人，好惊艳，身材好棒
1316,6583,21037,region,0,那个货不代表河北，河北12年素质教育可教不出这个货来
1317,5958,30585,race,1,"你这是种族歧视,就跟白人觉得我们眼睛小五冠平不好看是一样的概念"
1318,358,31084,gender,0,真的get不到他的颜值，走酷盖人设我就认了，挺元气的大男孩，粉丝硬要吹盛世美颜就挺让人反感的，毕竟不丑和帅是两个概念
1319,1339,4950,region,1,你根据什么说5年平辽是烟雾弹？5年到期了吗？你有什么证据证明议和是实打实的真干？碰上个给袁崇焕说几句公道话的就成了两广？灰熊猫那个垃圾有什么道理可言？没看到过不是两广的说南明平反是你孤陋寡闻，写南明史的顾诚是江西人。
1320,367,31250,region,1,山东鸡哈哈哈哈哈哈哈笑死我了 杀人动机～
1321,329,13986,gender,1,女生宿舍，真的好复杂的，冷暴力有时对人的伤害更大。相比之下，男生宿舍要好些，就算打一架，也不会有什么大问题的。
1322,10255,25774,race,0,如果未来非洲黑人引领了第三次工业革命，那未来厚唇卷发就是美的标志。
1323,4079,22498,region,0,主要是南方屋里没有暖气，我家在四川，现在在内蒙古读书。有一说一，室外北方比南方冷很多，但是室内南方比北方冷很多。有人的会说不是有空调吗，但是去过南方生活的人都知道，冬天很少有人开空调取暖，电热毯也就床上有点感觉。
1324,3455,29639,gender,1,“喜欢温柔贤惠一点的暖妹子”“你这是侮辱女性，大男子主义，直男癌”“我喜欢妹子”“你这是侮辱同性恋。
1325,2494,26042,gender,1,除了捕风捉影以外，有确实的证据吗？连女车主的答复都只是用猜疑的语气？知乎的各位大侦探已经给别人定罪了？网络暴力就是你们这些人做的
1326,5745,18263,race,1,中国从来没奴役过黑人，黑人从来没为中国贡献一丝一毫的力量，黑人从来没为中国流过一滴血一滴泪，
1327,4363,30127,region,0,但是…高考出现原题好像挺常见emmm 17年一卷理综第六题就是天津哪一年的原题，化工流程是竞赛原题 18年一卷21是11年湖南文数的最后一个，19年二卷21是13还是1几年江苏的解析几何 emmm…
1328,1859,26876,gender,0,讲真的，82岁找个28岁的，自己的岳父又和孙女在一块了，不伦恋
1329,3708,35811,region,1,说实话，不是歧视河南，大学爱占小便宜的人群里面河南人占比比较大
1330,4617,9662,race,1,"黑人跑的快，事实。,黑人智商低。歧视。,你懂了吧，黑人这个种族千百年发展不起来，"
1331,1549,583,gender,1,没那么严重，就是家暴了，好多次了，女的受不了了，但是又不能当着面报警，然后就有了这通披萨电话。
1332,2334,10042,race,0,@浩夜冰凝 @安然远去此后 @black黑人black
1333,6129,5327,race,1,那招生歧视亚裔呢？亚裔平均没有白人有钱，成绩总比非洲裔好吧
1334,3196,23958,race,1,不管日本人对中国人怎么看待吧，都是中国人自己做的，你人好别人也会看到你的好，感觉中国人不错，你不好别人也会看到自然看不起中国人，在国外留学生活哪怕是旅游，不得不说素质差人品差的国人多到你不敢想象，
1335,687,37319,race,1,看到台湾推特经常叫大陆支那的，说的好像他们没被日本祸害过一样。这种词语都能用在自己人身上
1336,10484,4169,race,0,碎觉小哥哥后面那个戴发夹的黑人小姐姐 很漂亮的欧
1337,2660,16660,region,0,你得知道对方不介意这个事情再开玩笑。我老公河南人，我有时调侃他“去某地干什么，那里井盖多吗”，又或者在河南的时候看到街上井盖破的，就说他“从某地来也不知道带一块井盖”。然后两个人笑一通。
1338,3531,11652,region,0,？东北烧烤有串玉米粒儿烤的？哈尔滨人觉得不正宗。
1339,1298,1477,race,0,每次看到国内这些3a游戏笑子的表演，我都觉得我在重看被解救的姜戈，里面那个黑人管家就是他们的写照
1340,2726,2848,gender,1,我上次去吃饭，看到了一个很帅的女生，总觉得她可能是les，看穿着打扮，连续偶遇几次，我这个未成年就去要了微信。
1341,7294,2035,race,1,地域歧视或者说人品和一个人成功与否联系不大 爱因斯坦还歧视中国人黑人呢 不照样是物理大牛
1342,734,14704,region,1,干嘛要黑东北人
1343,2017,13242,gender,0,没事，至少我们知道自己很安全[机智]男孩子，最重要的是出门保护好自己
1344,10070,18798,race,0,他现在是制度的受益者，却可以不站在自己的立场，现在所有印度人的立场去思考问题，用自己的方式去反应问题。很伟大。
1345,1725,30335,gender,1,一群大男人嘤嘤的互相叫，不恶心吗？
